x,y,z,t,layer,id
-53.03485330506317,-36.202691496139806,254.99762661889753,4,1,1972
-67.81312043773676,-35.05751661056947,261.56180582191246,1,1,1973
-65.84361676153156,-35.1449153138517,259.92571102694933,2,1,1973
-66.18791056552972,-36.52156725726902,260.2055132659969,3,1,1973
-65.53155249472714,-35.84842896230454,259.7593630059914,4,1,1973
-66.3294576127337,-27.09076304842636,252.48482701276097,1,1,1974
-64.71334252839755,-26.605790935846183,250.47093842181152,2,1,1974
-63.814953244102036,-25.829644194818005,252.190507852567,3,1,1974
-61.99076675464161,-25.57449284134662,251.789994215097,4,1,1974
-33.11503276619434,-67.07769331088379,219.71800856331507,1,1,1975
-29.93384377412935,-67.02387941558749,220.20149384405858,2,1,1975
-28.69811847155972,-68.32869162180677,222.57969539568703,3,1,1975
-26.66098119514284,-67.58349423470764,224.72711049490889,4,1,1975
-213.06470766667022,0.7201991988826961,59.23612830436747,1,1,1976
-212.39153128915856,0.711022462021532,54.65993030396562,2,1,1976
-211.4151156929479,1.0368326545851971,51.210227166190265,3,1,1976
-208.55549519265614,1.0147774071454165,54.118043305152,4,1,1976
-221.01460376983303,-3.203569310040926,54.94075339205821,1,1,1977
-223.07948153706474,-3.0651273838278854,53.43386919620066,2,1,1977
-222.8910267492907,-4.247938468091782,50.26582650554397,3,1,1977
-226.8534998318913,-4.282363300325976,56.01917390239586,4,1,1977
-212.18570550339007,-1.6885864895374567,40.22942665194469,1,1,1978
-208.62360012190265,-2.937745232445927,35.36736883508259,2,1,1978
-211.13871785857867,-3.2687056279390774,36.32078122838337,3,1,1978
-206.07569089400337,-13.733073226151053,32.4406522642919,4,1,1978
-217.4855379221182,31.469993023560058,41.13411997400944,1,1,1979
-217.0574556081069,33.25518351331953,41.253512261959685,2,1,1979
-214.69875684359113,32.873390142227336,41.239194464917134,3,1,1979
-208.79078304837284,29.803189938137123,33.20335684873115,4,1,1979
-196.39756461377385,67.5497538034513,72.86800509405703,1,1,1980
-199.76080960237792,67.74824158253826,72.54785467374406,2,1,1980
-204.4109435254989,67.42804418250617,74.86211204041498,3,1,1980
-203.09385083488496,68.98284029948114,75.2074706224767,4,1,1980
-177.54999701508376,72.91966262844076,49.5680928876965,1,1,1981
-175.45779167929507,77.28598716930252,46.27292860434341,2,1,1981
-177.15448054418357,76.92856032431133,46.5307127140936,3,1,1981
-175.38637415076357,78.54061620610452,44.0213730705605,4,1,1981
-188.02845115075743,104.1451897667861,52.62110383740499,1,1,1982
-188.02520420166934,105.67254527350681,51.25110362026059,2,1,1982
-189.52475413308616,105.32833196910295,50.785885902036114,3,1,1982
-188.76883663619145,106.43067562508404,49.57460253024489,4,1,1982
-191.77011846322935,40.66736621291032,63.60875088241863,1,1,1983
-190.75266712257053,45.08170663786144,56.11972390164357,2,1,1983
-194.74852554860718,46.53147570953256,54.48847353635387,3,1,1983
-197.39841717190527,46.02874125813743,57.184994472103206,4,1,1983
-243.17941501409197,19.854794570026172,18.21258536422441,1,1,1984
-238.24976150270112,11.26621010426431,20.186973858942295,2,1,1984
-238.23590891416555,10.55482596597237,20.082648633495538,3,1,1984
-236.0082670480456,11.54921678395371,18.451211045021424,4,1,1984
-229.7986399498597,6.501427337256786,60.00668365844798,1,1,1985
-232.55032686459862,5.232165953465852,63.200687207038754,2,1,1985
-234.57381542456037,6.174795525033765,59.37235772646093,3,1,1985
-239.97671577529954,4.9204037875505335,57.21312709619042,4,1,1985
-216.80481601293675,9.801168240794567,50.25882704964589,1,1,1986
-216.08849596631325,9.929397537291273,53.414457242227385,2,1,1986
-223.38865205967608,13.74516859319349,53.58201774423782,3,1,1986
-225.46700513096874,12.139657733616822,63.63968593276849,4,1,1986
-243.89310828494595,12.223907644758079,-35.887206988878994,1,1,1987
-238.6685114963803,15.327458676598347,-38.520788434271616,2,1,1987
-237.61239446820096,13.957518318233028,-38.10855336037581,3,1,1987
-239.35773386766414,15.736205682305027,-39.01377280592343,4,1,1987
-171.19216853025983,10.802235129610839,-103.21423261785786,1,1,1988
-171.20969091087144,12.032159402933221,-104.50380089891358,2,1,1988
-171.88536040892072,9.83065166267578,-105.44762117674424,3,1,1988
-173.1347772233294,10.064102937219314,-106.72442805110444,4,1,1988
-235.02679666950775,-23.154992119911633,-56.918995186257796,1,1,1989
-231.1915458938397,-19.755952071774892,-56.31563009244192,2,1,1989
-234.619057147149,-19.551528662458818,-51.23670388237189,3,1,1989
-227.9162355435009,-16.72922895065816,-59.734907914574414,4,1,1989
-121.95574331948382,2.499728924876365,244.42492972750273,1,1,1990
-120.38391009680194,3.6230699658534355,243.2352803178506,2,1,1990
-120.67944357516154,3.8436374896644487,243.3915455011193,3,1,1990
-119.54795775771737,4.376877571481913,242.59676490059613,4,1,1990
-241.221329918423,29.53218144444031,-107.98060684930596,1,1,1991
-238.94647162309255,29.74074521186091,-110.59519986732029,2,1,1991
-240.00986599287882,27.514053875733723,-111.11798307987559,3,1,1991
-238.9782984946226,28.139867562716333,-112.40624869244819,4,1,1991
-230.95545362783156,28.952157612033282,-114.96713312064522,1,1,1992
-230.1708458509746,30.828597901376213,-116.30863647182143,2,1,1992
-231.62735427853437,28.06599409674361,-116.09520493059807,3,1,1992
-230.4572575548804,27.709169055129067,-118.2382341261406,4,1,1992
-215.2136704421145,11.838795081959354,-137.26327973947008,1,1,1993
-213.98945461615202,12.272571373436882,-138.90613065148693,2,1,1993
-214.49937157719717,12.972267771893968,-140.25510971545256,3,1,1993
-213.01328287911872,13.302303259285068,-141.94617023310542,4,1,1993
-209.90630530063254,8.259699303111674,-150.24647405600163,1,1,1994
-208.81773072166655,8.965128997671208,-150.46324927552973,2,1,1994
-211.72022661656334,12.92865983136516,-146.21598059438514,3,1,1994
-210.42719761430342,13.604254204100258,-147.90693810562237,4,1,1994
-41.46507191326993,-213.97260681544873,42.59851209912373,1,1,1995
-39.85302548980761,-214.3907141333493,42.95949444956053,2,1,1995
-40.10581050709787,-216.19311257174326,42.13395553585467,3,1,1995
-39.14248364533565,-218.7597308758355,40.386726746226316,4,1,1995
-110.48507875711537,-222.66613520078627,104.50195610257845,1,1,1996
-109.8951300621693,-222.13940012444726,104.26529467666553,2,1,1996
-110.08342169261896,-224.52624683243832,103.60834942600431,3,1,1996
-108.6898300196288,-225.25200575829626,102.82687368026758,4,1,1996
-109.0011361214436,-217.95135146560767,113.83245928217872,1,1,1997
-107.58396357239931,-218.1750756900888,113.4352751693227,2,1,1997
-108.2693765857091,-220.0601437285038,114.33958502192344,3,1,1997
-106.74794527398049,-221.31642845970597,113.9812645628501,4,1,1997
-100.76225247387717,-210.60244307734672,124.47043492338089,1,1,1998
-99.02900847114836,-211.47529852058236,122.5754712883641,2,1,1998
-102.13121941859833,-212.2590494628244,123.09939528526999,3,1,1998
-102.93875215131615,-210.0046364324308,126.88746442516117,4,1,1998
-138.7649614986139,-211.55551188623673,88.30715991092231,1,1,1999
-136.90412219077126,-211.3844100676789,87.94416940676055,2,1,1999
-137.2624061271875,-212.2899498336326,87.72954006061107,3,1,1999
-136.12204855122297,-211.72394585141805,88.54555330745985,4,1,1999
-128.27524829063583,-214.302871213215,80.11609560017273,1,1,2000
-126.84790437488728,-213.9592076193023,77.67805686073555,2,1,2000
-126.98356893920055,-216.07371591717055,77.7318240570468,3,1,2000
-124.23277115045845,-214.90072396380108,75.90733073811276,4,1,2000
-122.44704211125907,-234.40160114865506,35.19389834310484,1,1,2001
-119.23782955674083,-234.2793919369454,32.309740381068565,2,1,2001
-114.62125468104179,-237.93717974285983,24.055746601952364,3,1,2001
-112.25904045232446,-238.27759520733957,22.160932272805482,4,1,2001
-110.50274688146852,-235.34434683707875,16.908174055547548,1,1,2002
-108.86415306406491,-235.97055055198274,12.018908594173112,2,1,2002
-106.25634739429827,-237.58188847333588,10.6896010828438,3,1,2002
-104.76775205561503,-237.73138766660992,8.327718340758622,4,1,2002
-145.82993419413424,-67.02613840777256,220.3311864997754,1,1,2003
-143.81022234656317,-65.36646754021174,218.21707072811546,2,1,2003
-143.3358800429723,-66.86878510554021,214.50207471508304,3,1,2003
-143.7171974952675,-66.58381832166191,215.8693439836877,4,1,2003
-132.42584930959342,-62.47692720818766,205.9747915181097,1,1,2004
-129.23035237470427,-63.188757249539506,205.30643017492878,2,1,2004
-130.19023835341207,-62.42429257765005,207.3637044711671,3,1,2004
-130.07589259054572,-63.67220215974733,208.41679859153533,4,1,2004
-154.91952323598218,-83.37508076727501,199.36164573761315,1,1,2005
-156.855378743905,-81.97102355125338,202.9456028469629,2,1,2005
-156.57331874285015,-81.05007412476067,198.0617143656164,3,1,2005
-153.96144671486095,-79.80574182992586,197.55506139690655,4,1,2005
-160.95878104184405,-90.84391725932635,195.05645798220235,1,1,2006
-159.15227756824805,-91.40923149290893,193.70372811069853,2,1,2006
-161.33561787670013,-91.5016369255911,195.10431973857914,3,1,2006
-159.86234402982436,-91.08097142480672,194.75261577549304,4,1,2006
-144.2043660331723,-47.86658371923704,229.2270676416906,1,1,2007
-143.59652932833689,-47.107268317733144,229.2161769212476,2,1,2007
-144.35849731594269,-47.279335508563264,229.5443718269115,3,1,2007
-143.73461557474548,-46.39033428221323,228.47472378594043,4,1,2007
-56.931483359492745,21.658854772531413,259.27523401425793,1,1,2008
-55.78738032272664,21.476270703164793,258.7415232406307,2,1,2008
-54.77971565793633,20.99724992758268,259.27630897954043,3,1,2008
-52.42727874531372,21.245913491265156,257.6310128715106,4,1,2008
-86.51515060665292,-222.4677956994296,74.42674699434669,1,1,2009
-85.57790239071943,-217.4322159776152,68.94002423491686,2,1,2009
-88.39592963370706,-219.89979258373216,71.94281385056735,3,1,2009
-89.12137814383314,-217.27701149628595,71.94762207493281,4,1,2009
-106.00151953738595,-242.30912156794898,46.40026453070906,1,1,2010
-104.70640456967672,-241.5992250346804,44.56386999628939,2,1,2010
-105.63035453689409,-242.62706107149415,44.00218652794652,3,1,2010
-106.76956269368324,-242.11633868568785,42.554067708162734,4,1,2010
-29.980622264047888,-247.49700634859963,-67.84324540267517,1,1,2011
-29.015137892508513,-246.74488488903253,-68.78630814785426,2,1,2011
-29.281537067699027,-247.66093463768027,-68.56541163837831,3,1,2011
-29.159461729582233,-247.61040315386086,-68.59261893058328,4,1,2011
-15.71798004135686,-235.7482066484737,-88.09984215716074,1,1,2012
-14.363566206068306,-233.99070662402295,-87.80795525822461,2,1,2012
-14.692311937349949,-233.75738681172518,-84.86462136116462,3,1,2012
-11.293197810321878,-233.08934581249738,-85.9799944791291,4,1,2012
-10.94136640906386,-224.58006199365542,-82.09578299465683,1,1,2013
-9.355917751099454,-223.94612336338164,-84.37329356287648,2,1,2013
-8.434958959633114,-224.35438946911825,-85.85114337672505,3,1,2013
-6.716709552710256,-223.34271358575418,-84.69791122732579,4,1,2013
3.93395544693621,-204.9086387778461,-75.45509821483734,1,1,2014
6.304260613191982,-203.46526814258414,-76.76434534230677,2,1,2014
5.362732465291401,-203.22063364964936,-76.56040765205671,3,1,2014
5.842414148695269,-201.81111089691024,-76.853965695735,4,1,2014
-31.310796803978796,-257.25210246143195,-16.68189709037284,1,1,2015
-29.130615446554906,-256.9496179967289,-18.344435787431358,2,1,2015
-29.49579421386568,-257.19220997259106,-18.97567355754715,3,1,2015
-27.649387062437725,-256.79506923478897,-19.973034869821326,4,1,2015
-25.582808023340263,-245.60781721817085,-24.83340533992095,1,1,2016
-23.2101675218835,-244.46023737411963,-24.016617812441293,2,1,2016
-23.064924275295446,-245.79024006988092,-25.67055865968949,3,1,2016
-21.581951030220537,-246.0294932226709,-24.795958299885363,4,1,2016
28.782356667178846,-237.83899736064376,-69.09833878835194,1,1,2017
30.78398494987971,-236.73402845252267,-70.63983713024285,2,1,2017
30.806798826077486,-236.83609492955262,-69.72547217560655,3,1,2017
28.37219496345754,-236.53919494559477,-67.57643726698467,4,1,2017
6.413851057148776,-221.75527687197987,-93.83867381067097,1,1,2018
8.660327536528246,-220.2952621112302,-96.18527450823751,2,1,2018
8.951286481542905,-219.40927284524358,-97.14880999578692,3,1,2018
9.549412592239808,-218.65621832877505,-96.53682158984981,4,1,2018
-173.71635500806218,-13.308219900055313,165.2087721169966,1,1,2019
-171.79570627164895,-14.360217203526979,164.13281010572902,2,1,2019
-173.31492041591605,-14.836636146887523,165.26425296125245,3,1,2019
-172.60065237993535,-13.922037841886137,168.05506941400233,4,1,2019
-177.41369858891832,-9.71305692441188,177.3872606366637,1,1,2020
-179.70013069535895,-7.236590131977632,181.7297207117231,2,1,2020
-182.5495449122791,-8.25758150134002,184.41270880975554,3,1,2020
-181.9448324669658,-7.815396198224164,184.32740677951418,4,1,2020
-217.96656861039736,-3.3271711247080944,165.47217958053304,1,1,2021
-216.32251212402826,-3.400351720023693,167.18607985601912,2,1,2021
-217.08935139816677,-3.4840700691142814,167.4348974807343,3,1,2021
-216.47840007510118,-2.4510083610811577,168.2027848494641,4,1,2021
-190.25357003081112,-31.057000287652286,146.68628483682227,1,1,2022
-189.94879219995676,-29.95960301377705,147.31953848410694,2,1,2022
-194.42237112256066,-33.257636555753486,148.89978955412764,3,1,2022
-194.09016936255534,-34.33185572037081,146.8263355134425,4,1,2022
-262.31358573132883,-14.390170677431943,63.69364707307227,1,1,2023
-263.3254762127122,-14.996957025344337,65.50361297863408,2,1,2023
-264.85905844707054,-15.626664809829588,65.75571227833086,3,1,2023
-264.74119866009875,-15.368392763678482,64.91544706820702,4,1,2023
-266.79534495284724,-16.463793868848715,41.58673873788544,1,1,2024
-266.97468040259184,-16.355388623010583,40.960072109903976,2,1,2024
-269.0785338862716,-16.743254207060218,40.76447949289248,3,1,2024
-269.5942809425651,-16.646597747091718,40.83442347326839,4,1,2024
-260.60544683361013,-19.104293652515672,41.20821903440937,1,1,2025
-256.3891172337386,-23.348626030661592,42.435018874518505,2,1,2025
-256.3168082487038,-24.0987740551251,42.09555706995826,3,1,2025
-258.7746681042518,-21.342616155755277,41.25236142859295,4,1,2025
-256.5628088918067,-34.2625129497566,77.71871674682416,1,1,2026
-257.54325402064296,-34.13418267475278,76.26431690380389,2,1,2026
-254.24688139664684,-32.942148896805975,70.16372521888918,3,1,2026
-253.32830796037572,-31.334561980750706,69.39909752380574,4,1,2026
-243.32187540519618,-34.1546591020777,70.83308635079649,1,1,2027
-241.33268000683935,-38.650935464871594,67.20223743074988,2,1,2027
-244.17644249624732,-41.20958428462382,67.22825890813442,3,1,2027
-244.73444133298642,-41.89871447342508,67.34133210904977,4,1,2027
-206.85278294125487,-22.256262723229124,103.12532550308049,1,1,2028
-209.1640114249539,-23.18746281828534,100.52055047893842,2,1,2028
-213.2959177627843,-22.99363571767491,102.74866272048223,3,1,2028
-218.54733058235036,-22.56577242990496,104.47234846297977,4,1,2028
-222.30199702421652,-30.33457040864252,132.54512161315938,1,1,2029
-220.09864372647687,-25.507452774912014,128.24074037784862,2,1,2029
-219.31815140069727,-26.85103751946835,126.89155375179634,3,1,2029
-217.55529190844214,-24.71805562229475,127.09487655621516,4,1,2029
-222.55823410277517,-18.924559034160144,102.16968574807657,1,1,2030
-223.41738958813582,-17.47930947376706,100.05495158203874,2,1,2030
-226.69939762519144,-19.23137475399473,100.24930259852772,3,1,2030
-228.33552623144158,-16.015417417092443,100.89537262559504,4,1,2030
-233.29383411252547,-45.05618591651424,98.3756053704253,1,1,2031
-234.90521494306753,-43.92380380878325,96.34564140629402,2,1,2031
-237.22485253905677,-43.47806142968012,95.15153189876796,3,1,2031
-235.41725362243935,-40.05023493779523,97.92095521942818,4,1,2031
-198.88813350410425,-37.86470169497162,126.67308858598685,1,1,2032
-202.44547537415903,-40.20006037905395,119.5948596294555,2,1,2032
-205.0323618895685,-41.49829937242198,116.61701696152052,3,1,2032
-207.73598678344914,-43.86873846757726,117.60690609769819,4,1,2032
-184.37180527239056,-32.21560321814778,91.09996422126031,1,1,2033
-185.3045478899361,-31.811818579408865,90.03126291844455,2,1,2033
-192.82232072303805,-32.93612006824287,89.897293641944,3,1,2033
-190.8584277518234,-28.925167557739456,87.81950072904212,4,1,2033
-216.1866519843124,-90.03990972984765,109.75196025755366,1,1,2034
-217.21603032362628,-87.18849446620888,111.79011860096114,2,1,2034
-217.84941676486883,-85.65275736236448,113.13733523211769,3,1,2034
-218.06496142823204,-84.69297636990672,116.18409673540195,4,1,2034
-218.60784762526922,-101.56468411464016,114.9448046657602,1,1,2035
-218.3635978877237,-100.51830052268926,111.63360284312542,2,1,2035
-219.52920599732545,-103.77262436579615,113.8115265346957,3,1,2035
-217.8992547186007,-103.01625453679605,114.57124723678777,4,1,2035
-220.24574334645652,-99.16437229776928,125.74291236055129,1,1,2036
-219.5539436559798,-97.4416808686033,125.79728147743818,2,1,2036
-221.9029252745272,-98.50301065551253,126.7198338264142,3,1,2036
-222.18882592153642,-98.56030182866324,126.87763993968119,4,1,2036
-202.66355577807562,-83.53443497545811,113.34625423785965,1,1,2037
-198.62814017071506,-83.25255777813098,112.9601827234554,2,1,2037
-203.6605842603925,-86.74413147447248,113.7558307513712,3,1,2037
-203.62779855879262,-87.02934061036183,112.08430107985969,4,1,2037
-182.226379182254,-91.42910270063012,93.21815116528151,1,1,2038
-180.95870811184238,-94.49919628444323,95.86459396421061,2,1,2038
-182.8909334119455,-95.63697493871351,95.42250762777715,3,1,2038
-187.10133149945986,-98.3013920069788,96.71845802297499,4,1,2038
-186.63956035391925,-95.41748768752126,121.58974123602651,1,1,2039
-189.7948355502611,-97.12730633581225,124.52013371571266,2,1,2039
-191.16040859433127,-99.75068067877555,126.00513551179138,3,1,2039
-190.5335095987421,-102.80639322179343,124.90057079950975,4,1,2039
-256.7632345307683,-54.8137981005834,37.7996130593332,1,1,2040
-254.7468537212536,-55.17410739304621,31.142123204759102,2,1,2040
-254.64235105173685,-54.23295638879134,30.04441529098635,3,1,2040
-255.55894614261624,-57.6492046785643,29.666329057634968,4,1,2040
-264.02210216761273,-43.7811922101518,51.199051327305085,1,1,2041
-263.41218995834316,-43.81914537309775,47.44987603657836,2,1,2041
-264.6143070185842,-44.808127726575556,48.68332472483286,3,1,2041
-265.1963146624849,-45.257924005793306,47.20337066392807,4,1,2041
-241.59715698581184,-63.069393207699974,40.37771125911527,1,1,2042
-241.57054314491967,-63.38968288413102,41.322275853235325,2,1,2042
-242.03093624873796,-64.07745627442124,37.23147203686872,3,1,2042
-241.31701607968242,-63.72083390497032,37.472770155827845,4,1,2042
-247.65400309183013,-66.66242141345771,92.27695375417136,1,1,2043
-247.124686161677,-65.92925832318123,91.33563264858327,2,1,2043
-248.9453708256368,-66.71724056732984,91.00755577647087,3,1,2043
-249.50543748792614,-66.45156684885468,90.61398391153912,4,1,2043
-228.05882141815158,-90.7853169586654,-98.41302005853463,1,1,2044
-225.97464502550145,-89.0116930189526,-100.22609759379452,2,1,2044
-227.7072192623869,-89.50105550873215,-100.11864054651453,3,1,2044
-228.01148094135726,-89.19154208082341,-101.53708893590463,4,1,2044
-218.56544303813294,-89.48538703743954,-109.69962061555347,1,1,2045
-217.14088446328364,-88.0543055122056,-109.20255399325022,2,1,2045
-217.4144415657808,-89.5624238522173,-109.22576644960084,3,1,2045
-218.08901743854003,-87.54091229553507,-107.76974048618229,4,1,2045
-226.8193665004885,-36.46143681652401,-35.42354637594753,1,1,2046
-222.58231032840257,-33.44235647777602,-41.170453090696306,2,1,2046
-222.39927083738985,-31.32527575443428,-43.58524500461384,3,1,2046
-224.54496179121853,-29.876037807562874,-46.0590650093936,4,1,2046
-257.0480768647396,-63.68113672909385,-43.23341643785454,1,1,2047
-254.34102107964495,-62.12170937853949,-43.547163761432884,2,1,2047
-256.08675106298705,-62.63989362628708,-43.36427308370337,3,1,2047
-255.55822143338838,-62.51245869257504,-44.37227895784575,4,1,2047
-267.4677721125419,-39.09390363315306,12.830495471936374,1,1,2048
-267.074178394438,-40.23043956428161,11.50500151583931,2,1,2048
-268.1276162800474,-41.602189655084196,11.182711034986667,3,1,2048
-267.8945412611058,-42.26505365005053,9.945977863891628,4,1,2048
-269.5229121904646,-27.110434236584698,14.897885730602184,1,1,2049
-269.1383436942985,-27.952337469217685,13.598084542868975,2,1,2049
-270.4360848993235,-29.027157213628197,13.04237114644468,3,1,2049
-270.6453479022224,-28.578482114392404,11.642013660242,4,1,2049
-262.77436835742384,-22.314682480071866,4.007187946555888,1,1,2050
-262.85181894504325,-17.852427992591142,2.075453023074985,2,1,2050
-264.5479367994394,-15.727813333719773,5.398518628389766,3,1,2050
-263.5164532793551,-15.82584907460102,4.589724598634021,4,1,2050
-251.38059340785205,-42.05047028179868,-61.86676582307691,1,1,2051
-249.59615402480722,-39.595515649257074,-62.74796610671917,2,1,2051
-249.777279486566,-38.85960618695672,-63.547068126243026,3,1,2051
-247.91184871913728,-37.10503213733094,-65.66813268937369,4,1,2051
-169.51173685004403,-64.81451947768,-128.19263356805666,1,1,2052
-169.7805508274537,-64.1259571263018,-129.9273869823407,2,1,2052
-170.4131693570268,-65.41391777528021,-132.39448803735232,3,1,2052
-171.0444411746484,-65.74256226576661,-135.2336143777253,4,1,2052
-166.95264355695537,-20.230631955244412,-202.09777599335808,1,1,2053
-166.3155543430585,-19.230787919974603,-200.9856888569168,2,1,2053
-166.17611185735984,-19.424911939738124,-202.06551300471574,3,1,2053
-164.50844952709357,-18.29744443847282,-203.21454566391242,4,1,2053
-166.27527296566888,-36.09023653701147,-191.90189086297067,1,1,2054
-163.5582854534794,-34.62033842389902,-193.30256361013613,2,1,2054
-162.86624297744908,-34.576626581881456,-194.61061867945156,3,1,2054
-160.89063788017398,-33.284171916883,-197.09397082364808,4,1,2054
-163.45060315933293,-47.10082768977495,-195.49876074550193,1,1,2055
-160.94511868392084,-45.99071495656665,-197.18754275291627,2,1,2055
-160.22968202249163,-46.26729797820867,-198.42559844792882,3,1,2055
-157.96702393343094,-45.638857364763226,-199.87679366643664,4,1,2055
-186.88591844679348,-35.34898144562104,-170.87631063932673,1,1,2056
-182.57903490487257,-35.643606014465504,-173.6619939711103,2,1,2056
-182.76986374677236,-40.23453881942379,-176.82653449208814,3,1,2056
-181.4268701098551,-38.59357002868137,-178.78495745593662,4,1,2056
-177.02073189415407,-30.77084329713116,-180.0446764356377,1,1,2057
-175.0237398185616,-29.03631416766387,-181.42301095408067,2,1,2057
-174.96117890974986,-29.375337247484328,-183.16858166441676,3,1,2057
-173.50615428634902,-28.434027438792388,-184.65085825696377,4,1,2057
-248.4952861856728,-4.089926268240788,-94.81366236020735,1,1,2058
-248.47926136715913,-4.046094509028684,-95.94383135204718,2,1,2058
-246.85176765532893,-5.122313257287551,-98.39844146077573,3,1,2058
-246.0000085680984,-5.879574857348992,-99.16055150159,4,1,2058
-220.66774556917915,-18.248821478740606,-132.06791043550044,1,1,2059
-219.5889630913133,-18.95363768579878,-130.37663203635685,2,1,2059
-219.0437035952675,-19.466300292739824,-132.46855139834852,3,1,2059
-216.0884939785717,-19.770438434356585,-134.44726367551598,4,1,2059
-204.8982248228737,3.337496288641418,-141.7277737201153,1,1,2060
-203.7812885266558,4.6828511542396996,-142.695223561877,2,1,2060
-202.7794748488226,3.1190786194410904,-144.99502798502402,3,1,2060
-202.78017822957403,4.013560812071155,-146.82395159155016,4,1,2060
-155.91466969782658,22.21527782509743,80.43418484294135,1,1,2061
-160.58896628994265,22.250510347720265,78.86246843788555,2,1,2061
-161.3177506770468,25.19137816050454,75.90024520721326,3,1,2061
-163.79644238092348,25.996699730764433,77.25144758150512,4,1,2061
-111.12535128216018,-155.3271785612782,-139.27524305024653,1,1,2062
-108.10057877069113,-156.29175946443164,-141.82406183062366,2,1,2062
-109.46410670304053,-158.0042418266923,-141.24180840314472,3,1,2062
-107.34937690091706,-157.3022615203101,-145.1033816284155,4,1,2062
-100.84541148402516,-147.0604264831214,-139.71776968787384,1,1,2063
-97.80317526799318,-146.62577294099572,-145.69703260657582,2,1,2063
-105.63115770185412,-148.46278818856157,-143.87383374985137,3,1,2063
-105.33868849589744,-144.63674373912738,-148.34895530227732,4,1,2063
-97.41023992835353,-162.32983745373468,-131.2249929927276,1,1,2064
-95.35529761435677,-161.4396350333739,-132.9484335501764,2,1,2064
-94.6904687250242,-163.80910121160582,-135.57427018837328,3,1,2064
-92.4750614444547,-164.8539105878092,-136.4315741430649,4,1,2064
-101.05721302961136,-159.57947112592345,-98.00415072072099,1,1,2065
-96.43845439829663,-161.56390464575543,-106.43018720082583,2,1,2065
-98.90013375840402,-162.30376677258022,-106.29785745502386,3,1,2065
-100.13204105194009,-161.91106905743152,-109.20213321935813,4,1,2065
-69.71495415698962,-168.47077734981949,-150.54619650687653,1,1,2066
-67.49462787974382,-166.54672661626748,-154.0607204822631,2,1,2066
-67.27562861610375,-169.26822482165932,-156.30732843390183,3,1,2066
-65.54544753738358,-169.2986343357292,-160.06259347403656,4,1,2066
-64.36073563494713,-163.96007787795108,-102.71890769292949,1,1,2067
-63.9780173703179,-163.34395080205945,-106.81012092406787,2,1,2067
-65.306160880675293,-166.19375495661464,-108.3932028247661,3,1,2067
-68.01751377939149,-165.79203359351524,-108.81724709283012,4,1,2067
-112.9718463290519,-118.43899793843322,207.65120125802196,1,1,2068
-113.29625371584659,-116.16773038772114,210.07452656170787,2,1,2068
-114.47459700541131,-116.17701838160137,211.66393419366293,3,1,2068
-115.95677707982722,-115.02900874027473,209.23211205596732,4,1,2068
-89.21591531307617,-126.17013570398825,215.83675483821503,1,1,2069
-87.00546210882344,-125.02292705158159,215.7355248588668,2,1,2069
-88.36717079233264,-126.63446640630431,214.82729306348617,3,1,2069
-89.94802619988177,-127.1940443798364,213.24826264491787,4,1,2069
-61.49533911852002,-125.1189658547258,173.6056631356577,1,1,2070
-59.08249337694275,-122.93208848890825,173.87411846463237,2,1,2070
-58.77059947704533,-124.84345638674752,178.82593745721826,3,1,2070
-56.22331755558155,-123.5017161229146,177.24230779158563,4,1,2070
-47.959131880790174,-129.77412390877677,152.71647990344312,1,1,2071
-44.87780926376444,-128.0979753017791,147.5658829350225,2,1,2071
-45.21006105739174,-127.67378298701828,155.47717414725042,3,1,2071
-46.922865248443316,-131.67465281669328,155.09210766422484,4,1,2071
-70.59261746176733,-117.43904105430819,168.50847304646004,1,1,2072
-68.65742904428559,-118.43363721328161,167.02040946241615,2,1,2072
-66.53128873764535,-121.55097436923687,164.3246661555435,3,1,2072
-68.53881335347637,-122.31587943727378,173.1525053994128,4,1,2072
-10.213880722701706,-154.87898897934286,144.4732813857867,1,1,2073
-8.472633438484419,-156.76673015994774,143.61607103916253,2,1,2073
-7.0573322121907225,-159.42046447209418,143.2555359039663,3,1,2073
-6.895091355284745,-159.92834757054825,143.23962354003538,4,1,2073
-15.810950669035755,-150.51835853115534,169.92588642162113,1,1,2074
-14.495500929748868,-151.2444890046505,169.15366440277865,2,1,2074
-15.276266394430742,-154.12996317467807,168.29606918363194,3,1,2074
-17.020314889302764,-157.40847801370143,165.41405935704418,4,1,2074
-22.756161226397463,-153.12924020259294,177.5673769314407,1,1,2075
-20.782785866872825,-152.58140853742808,176.50375081603207,2,1,2075
-21.53742399681317,-155.30480500119617,177.03193125676432,3,1,2075
-20.68161355308604,-155.14330141821105,175.60657229968115,4,1,2075
2.5446716132187888,-118.60620594456344,207.29227372252672,1,1,2076
4.6983455951951765,-119.4767248929102,207.50093961129534,2,1,2076
4.974128837587191,-119.28611748235004,206.95060476894582,3,1,2076
5.760708749492201,-119.09713627843885,206.36246090597643,4,1,2076
-75.76371149635457,-24.891026402005124,253.27382026100614,1,1,2077
-75.76841882487457,-24.30896179055609,251.0982166347427,2,1,2077
-75.68488834188928,-24.7692563997883,250.96258582797847,3,1,2077
-74.71244996336532,-24.25546426956427,250.04899996935723,4,1,2077
-69.42325696733745,-27.52619980090031,242.2434891905794,1,1,2078
