x,y,z,t,layer,id
-231.47623040876397,117.01683106677638,-12.99682557058486,1,1,684
-230.37102502261214,117.4344720789642,-12.964345718848378,2,1,684
-230.88705825424196,116.54767252008321,-12.478785830220218,3,1,684
-231.66104129430732,117.23986050679439,-13.769641018473138,4,1,684
-238.31192569748998,121.88745139373677,-6.27281980390913,1,1,685
-237.51951794859664,122.74943389868116,-5.616763753187783,2,1,685
-237.54450499616522,122.33035084196945,-5.1444672999106444,3,1,685
-237.41718508725978,122.21467565396638,-6.342402710304853,4,1,685
-192.4869547367874,77.53106634671146,130.16459735139614,1,1,686
-194.64909617837418,78.80283416352549,129.09917233071155,2,1,686
-192.51404785267675,85.40598583824367,126.70917816929918,3,1,686
-195.69805940105815,88.08379042329508,127.70139269384515,4,1,686
-194.19146866564287,68.9742662641474,143.03134949066458,1,1,687
-192.18449298182935,70.53566677800873,140.52263680097747,2,1,687
-190.23698259350806,69.00713469399227,140.2447294677935,3,1,687
-187.82046821005883,69.98356171290465,140.22698871395727,4,1,687
-201.41541831026964,73.97980266065986,167.14539381995706,1,1,688
-199.97610868401736,75.27650754113111,166.6122049769388,2,1,688
-199.07176009194183,75.59489275747885,166.5946434761946,3,1,688
-198.3915462785717,75.47342281349592,169.80379698607518,4,1,688
-217.34008086463396,41.693771291921664,161.09240389872969,1,1,689
-216.34889738408546,41.97115188963519,159.92299813978013,2,1,689
-216.52665463105959,41.51934647059912,160.6742560835492,3,1,689
-216.7634053149252,41.251596376871106,159.96635824980416,4,1,689
-154.69253990289272,42.056631684208426,145.41929425888276,1,1,690
-153.3691933774945,43.810730247113256,144.72832842606527,2,1,690
-155.42898906381302,45.431326852585116,148.41433374595488,3,1,690
-157.72533892217194,48.919171788896804,153.66895268038462,4,1,690
-163.31481590747885,37.445676663171746,164.4132056595057,1,1,691
-164.1409583300526,39.654362571857604,165.3398190697555,2,1,691
-163.10879866022978,37.14871180485264,168.08805005817865,3,1,691
-160.8180472160006,37.734419134881435,165.29286465001772,4,1,691
-193.40428009019743,47.34181065593808,177.11305334339968,1,1,692
-193.12790034521595,48.243384501255036,177.85309525570636,2,1,692
-191.3034233844357,48.42720648089262,176.0708384496954,3,1,692
-189.97721238896187,43.83609723256232,176.87815492727177,4,1,692
-197.52138677143222,54.40627313929383,181.38322586878925,1,1,693
-196.7535893615886,55.070500272518395,181.19332734379876,2,1,693
-195.11164228028008,56.67326217041692,179.72697772584428,3,1,693
-194.47374563293943,56.23658745512339,179.29626307745286,4,1,693
-162.99751884158394,95.06652523339359,169.3262057225569,1,1,694
-160.4319472467363,96.33782246939745,169.8281987136616,2,1,694
-162.94491702763756,97.56648736262825,169.60991091277518,3,1,694
-163.11904861448772,99.40827305956779,169.41059699204882,4,1,694
-161.45234300721796,103.06401362724174,174.50065661430912,1,1,695
-159.72066967997102,105.80105108505488,174.34537851867486,2,1,695
-159.83131545346757,105.75291244986072,174.9595263689044,3,1,695
-157.74975623768182,107.66350274299785,173.69174161074469,4,1,695
-179.54565552028495,114.92687807448222,132.88552546696215,1,1,696
-178.26964429031233,117.07926923395166,132.52382605716514,2,1,696
-179.1006367174791,116.60440972784428,132.5776463274264,3,1,696
-177.91255390582864,119.24353034628943,131.50004432442574,4,1,696
-148.6321715374881,107.33961239100826,127.04013031404563,1,1,697
-148.11686639710817,109.15233106232152,126.5926122230288,2,1,697
-147.07949220497227,110.65172051992333,127.23882189661249,3,1,697
-146.3555084268382,112.2943715012251,126.59923969834725,4,1,697
-188.00368976534003,120.72870862823027,116.31745376458616,1,1,698
-186.21215309357973,125.63672047241059,116.01373849799646,2,1,698
-186.88346193786174,126.96661253668479,123.99447234937887,3,1,698
-184.7973595059628,127.65006630103763,121.72716705670729,4,1,698
-185.58546576487447,118.21782428352557,99.7746524754728,1,1,699
-189.0680614280904,117.36500761023095,102.52993948175015,2,1,699
-193.3493115266947,121.06980147073267,101.71920163616299,3,1,699
-194.33017600868968,124.07395326790507,101.99033121355362,4,1,699
-197.42609327119874,133.14575274189417,120.49896122626849,1,1,700
-195.39008118606893,134.68257772233454,121.51481289697485,2,1,700
-195.5128403330087,134.1369107800598,122.4854728084834,3,1,700
-194.58594540475605,135.2259618038371,122.5482659743835,4,1,700
-194.00640436848377,128.85860553051057,130.53630712030707,1,1,701
-192.27520126683987,129.34203903214348,130.0615294353512,2,1,701
-191.79337240800066,128.95522843310619,131.09389028268288,3,1,701
-190.51021522959502,129.92815462636045,130.57272605899718,4,1,701
-192.05189369833658,111.9085377086155,128.0294583268143,1,1,702
-191.27910638051333,113.84751178401632,129.259060535966,2,1,702
-192.8976066111426,113.3229353311135,132.59535330187555,3,1,702
-189.6596967352681,113.23662257378574,130.2819924546832,4,1,702
-181.3014316430534,33.73147110554828,170.77368052043377,1,1,703
-179.54908049477703,34.62751549238055,170.71128374863787,2,1,703
-178.81021470950054,36.00972607548276,171.9036635810597,3,1,703
-173.60921675498105,39.17802538068382,173.1344584186425,4,1,703
-192.20593460715182,29.647660325363223,176.26922031354013,1,1,704
-191.95603030662966,29.835701845778303,174.94233850394482,2,1,704
-194.83045192096796,22.927607732936856,174.2443857687482,3,1,704
-194.03751693390998,18.81999558125373,174.29619827123125,4,1,704
-192.49797236601688,36.37022546945415,141.96224325593778,1,1,705
-192.24646979977004,43.261303415405834,136.08967435598146,2,1,705
-197.3021582793783,43.948382009149604,140.6037077508143,3,1,705
-197.82725928682117,44.80639380360781,142.94562962682258,4,1,705
-147.9334400892999,17.336076215896018,184.99301116856887,1,1,706
-148.2503640320557,18.12065145258455,181.0234367419689,2,1,706
-148.2450646443735,19.785690108403905,182.57638504445396,3,1,706
-145.53197681797877,25.26587353592106,179.92127715559633,4,1,706
-132.09621322606083,74.81689657640248,191.65267782430197,1,1,707
-131.32992507274113,75.27047746228652,189.09696382032197,2,1,707
-133.08604997227462,75.63924354287609,192.01360486353477,3,1,707
-129.7892450628856,73.54623508169635,191.38740012268516,4,1,707
-94.78808181152077,36.143412634358285,239.8778858916588,1,1,708
-93.14482344422342,36.90725758668291,240.9345467924848,2,1,708
-92.66361430135483,36.76942979289912,242.0750287692973,3,1,708
-90.48715898325855,37.93391667536988,242.28555569355052,4,1,708
-104.85849684908604,47.648667897767865,239.0289257659963,1,1,709
-103.36585493218945,48.70288262351282,237.9515318222711,2,1,709
-101.35721742471651,49.33080416457885,239.62954198176737,3,1,709
-99.78874560862803,50.64424176552717,239.1667690138837,4,1,709
-155.62954137014017,108.85261888915392,186.55166193407422,1,1,710
-154.1904124290911,109.71269168917655,186.35060769280045,2,1,710
-153.98499298056143,109.91596659116726,187.2295347128031,3,1,710
-154.06035013021054,109.97041469389106,187.77531604428182,4,1,710
-258.19932092990126,37.772970522694706,37.984393344514075,1,1,711
-257.3961814032477,39.82969073595729,37.3943424025302,2,1,711
-259.4970317541392,36.62039030020014,37.564419525535655,3,1,711
-259.8326282022065,37.06121771572989,36.99838228629592,4,1,711
-248.74178063039156,40.3762116510872,10.760368731856346,1,1,712
-248.03201160145778,41.55780741321932,7.092353991321687,2,1,712
-249.95803256174295,39.794839709443124,8.751486624568699,3,1,712
-250.61301523400437,40.8253698608769,6.781387377060767,4,1,712
-239.36507910195448,45.72825392684016,-8.661899774298107,1,1,713
-238.35762863357078,45.87684024089886,-7.904155456682645,2,1,713
-237.13501123367243,47.01869619001367,-10.307483902927416,3,1,713
-238.7376006010134,46.29328515626212,-7.63303386061078,4,1,713
-246.3360337001202,61.32669112969307,-6.2440621414191355,1,1,714
-248.15388150107768,61.70493564027218,-4.890771182448944,2,1,714
-247.41639129128023,59.77768235667806,-3.1151589582456296,3,1,714
-247.79379808541356,61.77605043151212,-3.74824833820972,4,1,714
-256.02835253295,74.2268664551352,-29.838047311704102,1,1,715
-256.2027588515536,75.11714585104446,-28.027421278326116,2,1,715
-257.4885261718894,74.38877781550164,-28.87235749457639,3,1,715
-256.80932520660207,73.8816614940238,-32.11918825091456,4,1,715
-250.64434488903234,71.53949084942624,-56.580101721268,1,1,716
-249.56586403042022,72.82433290689906,-57.32869686380828,2,1,716
-250.77690756181227,71.2287125799176,-57.6893224169918,3,1,716
-250.11209453879079,72.0109829770415,-59.234987432724196,4,1,716
-240.92229920757975,74.4270673677941,-24.004859287506804,1,1,717
-239.7101181954906,75.25671676440393,-24.404160985423957,2,1,717
-240.51526322607526,75.58141763525401,-25.458059143144084,3,1,717
-241.2117512624234,76.93279004275418,-26.155474002645988,4,1,717
-243.8396991584375,78.69204339830438,-35.40910248843457,1,1,718
-242.41367491656024,80.68263165534157,-35.63588741782341,2,1,718
-242.5114237961134,82.02905931305627,-34.331523279167406,3,1,718
-241.45128271168116,83.68170306728035,-37.68612249577927,4,1,718
-211.1561791499091,35.868172972975465,-156.155354151361,1,1,719
-209.59897275026967,37.14262090022669,-156.754527680923,2,1,719
-209.7107034777362,37.21421876408804,-158.3487086091294,3,1,719
-208.67934496939154,37.57903764654784,-159.2318906891618,4,1,719
-193.71657967191283,29.88491311265524,-173.3156593202953,1,1,720
-191.2187552204474,31.338051259907637,-174.54157321544335,2,1,720
-191.8912003530431,30.7594273297514,-175.02353340365926,3,1,720
-190.32396028390482,31.772909341014277,-176.06376037578556,4,1,720
-217.3012732071636,51.198421051563,-144.1505441621751,1,1,721
-215.42654087563588,52.454761075471524,-145.17875194027093,2,1,721
-215.5030796456834,52.387152074580236,-146.67276812947836,3,1,721
-214.73177713580333,52.82729393448859,-147.54484495260985,4,1,721
-227.1656624665878,82.65378271174934,-58.58017749610644,1,1,722
-225.65540788126094,84.0777380232897,-58.83090724372397,2,1,722
-225.34307263825497,84.29263934584714,-59.209010390120014,3,1,722
-227.47767145355087,85.38637633737997,-60.469714145228686,4,1,722
-218.20958455920803,61.94336186531166,33.23564936876676,1,1,723
-216.6063016457553,62.610875418295805,32.60816294094511,2,1,723
-218.79716023003098,61.48357446377937,32.79394605123289,3,1,723
-221.4912442146521,61.5534479086675,28.951940147371175,4,1,723
-230.17113077035128,55.356066933487355,2.6144599124467476,1,1,724
-229.35614843662938,54.90027251430386,4.986598527136323,2,1,724
-228.11102780478933,55.366622115195085,5.4150145570161214,3,1,724
-229.7859874307221,54.76573896025948,5.036304211624781,4,1,724
-230.91780040286406,55.88270222293936,16.328986872272495,1,1,725
-227.1641159443581,50.18967720062633,19.36620851293172,2,1,725
-228.14347531773726,48.37353097542422,19.44785298941322,3,1,725
-232.21599163663404,43.96215811183227,21.214741880656575,4,1,725
-223.82823435236642,66.04661157901924,-7.5600361051751435,1,1,726
-223.96288835126805,66.45240888984782,-6.684691239315384,2,1,726
-223.71929322667475,66.45746564336936,-8.259719635243286,3,1,726
-223.01545942910016,65.7598863103944,-6.130253611750021,4,1,726
-212.6013341186369,68.09432194586918,-6.604442888696937,1,1,727
-211.93206725052315,68.2982091419585,-5.743153098196444,2,1,727
-212.83368239904453,70.91923649980609,-8.423288379296537,3,1,727
-214.39249511898709,71.0570729210865,-8.208123077818911,4,1,727
-196.88237154633262,72.17638642392113,-35.68533196120511,1,1,728
-197.2795527470144,75.75822012080285,-31.431703308747146,2,1,728
-199.09670859409425,74.85909397939083,-39.001721673412014,3,1,728
-207.3453331069301,73.18484771224948,-43.541171446363464,4,1,728
-211.6189121818163,84.11089374907434,-3.707720980948892,1,1,729
-213.00331119877447,87.65955689056875,-4.673099005769771,2,1,729
-213.78006226585168,87.1629740032768,-4.3132019974744935,3,1,729
-214.39653882626536,87.46441968584503,-4.34561006303187,4,1,729
-246.2605655328058,85.42643523857694,12.367886183300712,1,1,730
-247.40815823247195,82.2237637383136,12.678438142096283,2,1,730
-248.09213432423593,82.20702958680221,12.12687972376591,3,1,730
-249.12017459557674,84.16628253781244,10.692649853360152,4,1,730
-191.29898099610958,105.92320795159952,6.046537152731048,1,1,731
-190.6610150109008,107.38547940847552,5.502075433563604,2,1,731
-190.0148514760153,108.19997609750675,4.903422818693869,3,1,731
-190.15630927282947,109.01938657187937,3.3530695470505805,4,1,731
-215.88507818399285,146.16437800794935,21.887161495347485,1,1,732
-213.29424132139349,146.55371260989034,24.774730638739683,2,1,732
-212.9944513525673,146.8070250911141,23.92768591923918,3,1,732
-213.01172318751279,147.91035009147822,22.562921949027313,4,1,732
-202.85107133462654,150.54994921462537,68.96481028584941,1,1,733
-201.12757214604488,152.03067596674083,67.86037172211383,2,1,733
-201.14002505807042,151.2185526738505,67.75389164840418,3,1,733
-200.17048151856832,151.45628993523465,66.52319960993646,4,1,733
-90.36819404002337,-203.66254274741195,124.45623336699688,1,1,734
-97.15769803149527,-205.37152549284767,127.61030724044281,2,1,734
-96.23394076349726,-207.7613623573452,130.67252080682945,3,1,734
-95.73166921845626,-209.7983256342959,131.64162770101242,4,1,734
-26.29937622344019,-203.83286088372216,-90.16705400023622,1,1,735
-23.82114036573897,-202.85945659335974,-91.53345530958146,2,1,735
-23.134676401443038,-204.03586275890603,-92.01017475002904,3,1,735
-23.11234405172091,-204.02383030295937,-92.425414580971335,4,1,735
7.748033748558001,-194.6045099759896,-127.14572775582711,1,1,736
10.400610752864058,-192.82118113541034,-128.10803824919574,2,1,736
9.811601078004522,-193.4317245706737,-128.4434765291997,3,1,736
10.65958535278789,-192.5843167743801,-129.01658953513655,4,1,736
22.12993723624305,-189.8620815410695,-179.4470445041708,1,1,737
23.07511502257318,-188.58355134597437,-179.5192784626433,2,1,737
21.721024303043066,-189.32932709709254,-179.7730269891021,3,1,737
21.387538570649223,-189.10304235091792,-179.41077440942462,4,1,737
30.91544419512005,-186.71555802929566,-183.75606101207353,1,1,738
31.658800822454445,-185.4982433153103,-183.50771442738397,2,1,738
30.29695186428475,-186.57734462498541,-183.17115720107904,3,1,738
30.414320946236494,-186.41599096241626,-182.88262633301497,4,1,738
-27.835889636954924,-200.62414819187728,182.01023134773558,1,1,739
-26.53949585371145,-200.62219146951205,180.6270094060098,2,1,739
-26.108742191902707,-201.45855075300278,180.67865760197293,3,1,739
-24.66706585353395,-202.08377850526864,179.8367058437055,4,1,739
-48.874578686179674,-111.927368302531,224.01440700148322,1,1,740
-46.630545030626834,-112.31890728454715,223.68939572075203,2,1,740
-45.71951861810345,-113.83721409346724,225.20054439889455,3,1,740
-46.6153880432385,-112.96897413959763,228.00972548048054,4,1,740
-6.393533976063349,-87.70550302119757,250.1079488390726,1,1,741
-3.8476682152246475,-87.79930016074036,248.56238474282748,2,1,741
-2.490450650922085,-88.78592806421753,249.0460062935514,3,1,741
-0.36274055145181805,-89.0586480033843,248.36193081701435,4,1,741
-5.823079858475596,-86.43743278431589,234.46582436782316,1,1,742
-2.471215197058166,-86.82761923671038,233.20046760105595,2,1,742
-0.6507656437995593,-87.40553350194642,233.29379914893138,3,1,742
0.628420502021509,-87.56004976027295,233.0455355468529,4,1,742
15.248212222764213,-66.79392346785124,254.93111336556387,1,1,743
13.37487144890352,-67.23502457127663,255.8931725584798,2,1,743
13.314386995446014,-68.42279748997491,255.93339398325585,3,1,743
14.084192915124738,-68.93378568582386,254.97890128026606,4,1,743
6.45072832717808,-76.41429058350873,255.0939404728915,1,1,744
8.470568325714796,-77.10751073049333,253.58306002616567,2,1,744
8.91123339901301,-77.85653243101252,253.70476470307784,3,1,744
10.265152808874202,-78.30174313505528,252.757805402948,4,1,744
15.599789494798934,-84.47119699498919,251.4200422941476,1,1,745
17.633738570787564,-84.8575518624401,250.36418452174715,2,1,745
18.00793207676022,-85.71239171000946,250.39288892719654,3,1,745
19.202209949300606,-86.40082694724532,249.49497456579525,4,1,745
53.79191925361449,-246.11442710223628,-24.743599246481956,1,1,746
54.1818891709892,-245.2015231131971,-24.494281187863784,2,1,746
53.184166209035695,-245.3297371065588,-23.861694283057176,3,1,746
54.03210468473159,-244.75988666595543,-25.419517861804486,4,1,746
28.034888583635773,-261.0066391613215,-3.369269337616749,1,1,747
28.48279176529339,-260.42433380875946,-3.227957197582108,2,1,747
29.65913101344608,-260.49259324706514,-2.508387777773761,3,1,747
31.362368931787977,-260.44717958335195,-4.166804251173242,4,1,747
43.95777936515746,-254.0519786455335,-25.30270849498258,1,1,748
45.658235467313716,-252.86761845150122,-26.810945126343476,2,1,748
46.52269660659068,-252.70316770082323,-27.00555512718917,3,1,748
47.638680555909794,-252.6644124125323,-25.190516484727237,4,1,748
42.112626407473954,-257.41169053112435,-12.278029358490542,1,1,749
42.58796839946904,-256.7813780387423,-13.980926107441523,2,1,749
43.98057229396878,-256.22283537958816,-15.135485480795573,3,1,749
45.12660071119164,-255.89007930127588,-12.79824106910543,4,1,749
-179.2240629316638,103.52154014277619,86.4945314501216,1,1,750
-181.14392954194278,104.16837523043098,86.60925175529331,2,1,750
-180.94274824457602,103.76209379828381,86.34641692903071,3,1,750
-181.1241654296419,104.83752186082454,85.7795001026339,4,1,750
-197.03314604885048,92.67310546812232,160.14843391044548,1,1,751
-194.84489580110642,94.06971099642261,160.5442363515859,2,1,751
-194.42234092449763,93.90827418963144,161.54423597522066,3,1,751
-193.2713935459284,94.35424004566593,161.97876959699894,4,1,751
-194.70201232913473,90.82676623603939,147.20646184198253,1,1,752
-193.56721366183885,92.46136220457855,146.58530886718472,2,1,752
-193.68665761840273,92.00043123158699,148.2138166524622,3,1,752
-191.6102958370495,93.45609076019396,149.35319058997658,4,1,752
-262.1453486424382,52.96594744217598,45.79867140560202,1,1,753
-261.0953185259207,53.64129632141416,44.16752619594956,2,1,753
-262.25347363634955,53.27713333896639,43.77384578651258,3,1,753
-262.1232306732482,53.88928431594721,43.483869917793584,4,1,753
-256.0985929668385,56.83005690716934,35.9687191248353,1,1,754
-254.42567809491385,58.93942204206128,35.71498850781734,2,1,754
-254.18998372892008,59.87871163011622,35.433326103746836,3,1,754
-251.65111880239962,60.56030955370276,38.29668915733585,4,1,754
-263.3450244725931,22.892839330359422,67.45428463629894,1,1,755
-262.71854327387246,22.918045435724324,66.62296358720513,2,1,755
-263.926487016761,22.583876661978266,66.59874012995903,3,1,755
-263.8465826554137,22.882591958296018,65.37803868446625,4,1,755
-253.91706045545035,27.50966215995799,61.558676232447894,1,1,756
-252.29149498310431,30.087074664027526,62.53605474729656,2,1,756
-253.98629177429555,33.307333298936186,66.48561499150705,3,1,756
-253.07720931433553,33.980552092188034,66.85569348414703,4,1,756
-259.1677878994202,69.85872615694598,31.248007732922034,1,1,757
-258.4919110238409,70.76355532767357,30.36570305910702,2,1,757
-259.7941135063445,70.14450418485097,29.876171826516895,3,1,757
-259.52350650768216,70.57622369554099,29.327322584325117,4,1,757
-254.58230827499125,73.5699660817113,68.8123652921133,1,1,758
-254.41362800975725,74.4878366940411,68.62118905734214,2,1,758
-254.94607470705145,73.39252751897024,68.16090364249764,3,1,758
-254.44186718621,73.07680066470667,67.7341679849532,4,1,758
-190.42840665843528,78.77792330485285,145.6021328261747,1,1,759
-187.87361806208477,80.58072039488091,141.84944396876062,2,1,759
-189.5935221085232,79.72517641164184,145.008864577442,3,1,759
-189.42334125899725,79.68678844453589,144.95099654455453,4,1,759
-225.97485402975667,48.32835941471024,146.13646996507555,1,1,760
-224.45963331820275,49.586468039999374,145.6484235213538,2,1,760
-225.33952773535304,49.03782564475697,145.66661121317142,3,1,760
-226.240586345469,49.50289367599658,147.68766383241,4,1,760
-211.78839544535305,35.695312083906714,105.48980929078786,1,1,761
-210.02532474984355,34.40488656008099,102.26855775482584,2,1,761
-209.66578496925376,31.064916167135728,98.60717578719783,3,1,761
-210.5580531881551,30.22404206595818,99.45332931468425,4,1,761
-155.7455953776155,55.38602712475727,148.83072861361273,1,1,762
-158.45864812254956,57.07533519707716,150.88633321003783,2,1,762
-159.55103329252916,58.071351852382,154.36974341960587,3,1,762
-159.5121806687785,61.164628957140074,154.575171369942,4,1,762
-162.1746421193117,28.013105331827965,163.18454345536338,1,1,763
-156.9599508160461,32.80956015599771,154.1407064276029,2,1,763
-147.8381018335517,33.234252504911,144.41259957002978,3,1,763
-149.82324807896947,34.71182590083665,148.91064025655254,4,1,763
-168.42741085992387,62.74037651427028,164.0218512228754,1,1,764
-168.6890760311104,65.1927142910405,162.9751749433317,2,1,764
-167.52985447042286,65.35119374272004,164.098858778305,3,1,764
-167.62779355640646,67.45038785395107,165.11244329152248,4,1,764
-184.0200504828355,98.28273050168647,157.77477433658646,1,1,765
-181.66055775418818,99.16959632982456,158.29779097038102,2,1,765
-182.5193120479672,98.34743161099362,158.7467774942334,3,1,765
-179.66647189787986,99.6514404502876,155.40022539453776,4,1,765
-187.7528299079006,98.75312942604327,168.80526855107092,1,1,766
-186.3277149666432,100.09419855724515,169.03045384011085,2,1,766
-186.270748600258,99.62669503573069,170.16312677429084,3,1,766
-184.74236285712584,100.53768153250712,170.4823430745597,4,1,766
-149.68412722842572,94.46027272028492,134.43787219048573,1,1,767
-148.73172694294527,98.95030160829042,133.93328538890765,2,1,767
-149.33481600078812,100.57196566643395,138.08014389485533,3,1,767
-148.5607508632594,102.0718743695827,134.82474929898416,4,1,767
-144.9231212233675,87.66645457502632,151.6561844721513,1,1,768
-144.85534908839793,87.66220333047839,151.59226321887368,2,1,768
-147.70728477952963,88.1582759925665,153.26802524166425,3,1,768
-147.04531989281685,88.79317885009677,152.6572766373792,4,1,768
-151.627636299445,89.81910713050246,165.74405647504977,1,1,769
-152.8284298363952,90.01511601330367,164.69408856089805,2,1,769
-152.95325440913982,91.82889867951806,165.6110895587309,3,1,769
-152.19696967740808,95.6449399195297,163.50263826087175,4,1,769
-169.13857600337576,90.6301189189717,188.81036379902923,1,1,770
-168.10714025057425,90.87211556493321,188.03249058092,2,1,770
-166.667336567596,91.25053932637273,189.76185186574182,3,1,770
-166.38961738485867,91.68107998790975,189.51820587902472,4,1,770
-175.97109963585493,105.77954454946723,157.4864058294862,1,1,771
-174.2670811089415,106.14298149454561,156.50321903238557,2,1,771
-175.18247613205287,105.08092769414719,156.68777209329244,3,1,771
-174.15393950474436,106.66439303839515,157.1549480539879,4,1,771
-176.64480074664985,108.90128649060868,169.6099513119856,1,1,772
-174.89047396376682,110.4732674153296,169.49453667890674,2,1,772
-174.6491764239259,110.28801008693306,170.5324620275615,3,1,772
-173.54407955326283,110.68298435977105,170.83797011168198,4,1,772
-169.00994529979891,121.48094915614689,153.82124039161735,1,1,773
-167.15856069728258,123.14309217199018,153.40139255244478,2,1,773
-167.3906303454165,122.89608857544826,154.3601604395501,3,1,773
-166.36131569846629,124.94306817296362,153.25205136835348,4,1,773
-177.08823410540612,146.6119441535399,121.62326119393781,1,1,774
-175.7633746703353,148.14501060452858,121.98749274389101,2,1,774
-174.87494066628673,149.00400236776267,120.82571828772666,3,1,774
-173.57318519746468,150.1289772461169,119.3901076189425,4,1,774
-186.2932139081376,21.39996042018539,167.42555268016662,1,1,775
-185.6129271756529,23.584891213944193,167.35752399634202,2,1,775
-182.07147561907317,24.09493535218689,168.88212617441457,3,1,775
-181.24844031438153,24.018164239229584,170.7418049582919,4,1,775
-189.03319356046234,4.385464247790992,187.82907591769646,1,1,776
-189.7417851322338,3.7559780006677173,187.77456669979753,2,1,776
-191.54083750388725,4.800245229315145,189.5360517227646,3,1,776
-189.99782767953067,4.5845902933548714,188.3629177899148,4,1,776
-201.31480639512128,33.96788663955856,180.46695688751285,1,1,777
-201.08825386745127,34.5898789698513,180.32597869512733,2,1,777
-201.4935085232865,33.463672074927175,180.66795852039814,3,1,777
-200.9294382901527,33.04442807168426,178.52625824061107,4,1,777
-159.56517468426762,56.86991299869317,213.31440457608653,1,1,778
-158.45001664815075,57.56460186360911,213.42560184684456,2,1,778
-157.92247105350586,57.86153427041579,214.4151318404989,3,1,778
-156.54162534553032,58.051222532952565,214.7923980788278,4,1,778
-160.7829426841778,64.55909630252229,187.93218638660377,1,1,779
-161.95549033246385,64.52560627719717,187.19801970890055,2,1,779
-159.73858702307223,66.96666859805558,184.42801111074695,3,1,779
-157.92810858300925,69.73097601840036,184.04064743351725,4,1,779
-142.96426835511696,64.51974439349044,168.14941548407046,1,1,780
-141.86889540470378,65.40970872659562,164.5241877198642,2,1,780
-143.85563337017308,64.85978149298278,168.98004616431032,3,1,780
-141.51203761441343,64.92045059809938,166.85210534482724,4,1,780
-154.5060380540621,75.01310319509975,189.3624797671295,1,1,781
-152.8233594172186,76.20349071266781,187.91339238004144,2,1,781
-151.01270402673947,76.71199388823094,186.3072380589839,3,1,781
-146.80975133146228,78.19473809220207,186.0063594126865,4,1,781
-110.30198210944727,54.260476939621824,194.0223003157997,1,1,782
-109.8561392962651,54.9578192320266,194.2236978729785,2,1,782
-109.61074461821455,57.17708232585319,194.97615912131545,3,1,782
-109.48383549495065,57.61017934578521,195.6187048694918,4,1,782
-134.3972280302887,83.70179811445391,193.0323000660243,1,1,783
-133.21455573481455,85.74028325876736,192.08082505227452,2,1,783
-133.97045850141978,86.66332580401757,192.0503043616281,3,1,783
-131.63560199134508,87.55715310147596,191.98619252055357,4,1,783
-128.39904257577734,92.15922573595006,172.14619858009732,1,1,784
-128.79749438959328,92.53378760570344,172.19594726133212,2,1,784
-130.81314848378722,93.79526750944888,172.81349813078802,3,1,784
-129.8762252412747,94.95022580215512,171.65521117449498,4,1,784
-129.05646353163948,86.02865956527637,211.4556209761817,1,1,785
-128.17862824792968,86.95330321064576,210.92243116595762,2,1,785
-125.87244282002334,87.62397479355239,205.2014284406855,3,1,785
-123.62296227052343,89.06942769425169,200.90665233271324,4,1,785
-114.09414366636979,108.66479735988517,210.32343062432466,1,1,786
-112.67573249510603,109.21568061997833,210.05855943848843,2,1,786
-112.1501257790597,109.21042598516776,209.71902614071223,3,1,786
-110.93442234414705,109.80163778962512,208.86001414379984,4,1,786
-113.81532663452971,100.78165586761695,215.23495414311543,1,1,787
-112.61595756813612,101.34420461594898,214.1903718103291,2,1,787
-112.05092364388425,101.91384429381759,213.58839799643138,3,1,787
-111.15318823726045,102.35434145245918,213.72907316484753,4,1,787
-150.36674500185086,113.3243545933403,169.34749592180182,1,1,788
-148.5219506457746,115.53030328656364,169.1781694467904,2,1,788
-149.03456998528816,116.573220762671,169.95708323468722,3,1,788
-147.8130002470051,117.33913454607969,170.53221133031644,4,1,788
-238.1869217908956,69.70491673615854,-56.097610708979495,1,1,789
-236.55932783443134,71.63258867448278,-57.874971398207535,2,1,789
-235.77305080249803,70.36980005630252,-58.2633029242903,3,1,789
-233.003505127496,70.6819106152637,-64.08098165608985,4,1,789
-245.9107517045611,78.72090794906578,-67.99131151711927,1,1,790
-244.75656595287333,79.32794987945177,-68.94940786940637,2,1,790
-245.82932090264677,78.54171594326408,-69.09361498855142,3,1,790
-245.40438008466882,79.00981349634989,-69.9930789911954,4,1,790
-205.72787648955435,64.99342549047111,-82.84278362611138,1,1,791
-205.35820188224807,66.94024738300956,-83.0859073094412,2,1,791
-205.59155935264982,66.45358705151386,-83.09904373393518,3,1,791
-206.1141176639407,66.53011668706257,-85.34910870133169,4,1,791
-208.1964652724398,74.06823841894042,-80.61224092661026,1,1,792
-207.87461877037956,75.78760972028394,-78.99243876576018,2,1,792
-208.0043936793509,76.50605163567523,-81.88084617357292,3,1,792
-207.59719142104908,77.24576975468551,-83.54240768419574,4,1,792
-245.4922449866319,57.41070921145354,-32.75756547883216,1,1,793
-244.60440545094013,58.65947092897957,-33.18844991166231,2,1,793
-245.6833009646915,58.02800152824572,-34.48555391780108,3,1,793
-247.3504812655778,60.035443180498795,-33.25212060262562,4,1,793
-235.20438075418616,60.023636152398005,-47.884602476739275,1,1,794
-233.35278204815177,63.62892224687003,-49.78029581261441,2,1,794
-234.99923121231825,65.54532817253381,-50.89967200710145,3,1,794
-234.09662629370598,65.86669400532172,-51.74927811946024,4,1,794
-198.60040256725168,28.835425694513816,-163.14794516783576,1,1,795
-196.98352487558608,30.856904719469775,-165.00055472527066,2,1,795
